unique_id	corpus	match_position	year	author	plaintext	status	kommer_position	att_position	verb_position	verb_lemma	distance_to_att_words	distance_to_att_symbols	distance_to_verb_words	distance_to_verb_symbols	voice	inf_length	att_before	distance_att_before_words	distance_att_before_symbols	att_between	att_after	distance_att_after_words	distance_att_after_symbols	subject_id	subject_form	subject_lemma	subject_type	subject_pos	subject_relpos	genre	month	day	time	text_id	thread_id	poslist	section	shortsection	userid
105	DN1987	2178316	1987		De här organisationerna kommer att visa upp statistik och resultat på konferensen i juni .	att	4	5	6	visa	1	1	2	4	active	1	0			1	0			3	organisationerna	organisation	other	NN	before	news	01	29				DT AB NN VB IE VB PL NN KN NN PP NN PP NN MAD			
106	DN1987	2178878	1987		Men nu har alltså Örebropolisen tröttnat och övervakningen kommer dramatiskt att skärpas i de matcher som återstår i hockeyallsvenskan .	att	9	11	12	skärpa	2	11	3	14	s-form	1	0			1	0			8	övervakningen	övervakning	other	NN	before	news	01	29				KN AB VB AB NN VB KN NN VB AB IE VB PP DT NN HP VB PP NN MAD			
107	DN1987	2178895	1987		Alla som bryter mot trafikreglerna kommer hädanefter att få bötesföreläggande .	att	6	8	9	få	2	11	3	14	active	1	0			1	0			1	Alla	all	other	PN	before	news	01	29				PN HP VB PP NN VB AB IE VB NN MAD			
108	DN1987	2179735	1987		Andrahandshyresgästerna , som kommer att få ett avsevärt mindre utbud att slåss om .	att	4	5	6	få	1	1	2	4	active	1	0			1	1	5	23	3	som	som	other	HP	before	news	01	31				NN MID HP VB IE VB DT AB JJ NN IE VB PL MAD			
110	DN1987	2195653	1987		Både finländare och ryssar kommer att hålla ett extra öga på ' Putte ' i VM .	att	5	6	7	hålla	1	1	2	4	active	1	0			1	0			3	och	och	other	KN	before	news	01	31				KN NN KN NN VB IE VB DT JJ NN PP PAD PM PAD PP PM MAD			
111	DN1987	2196503	1987		Av finansplanen framgår att regeringen kallt räknar med att lönerörelsen kommer att försvåras när ett ändå mycket knappt tilltaget löneutrymme snävas in .	att	11	12	13	försvåra	1	1	2	4	s-form	2	2	2	13	1	0			10	lönerörelsen	lönerörelse	other	NN	before	news	01	31				PP NN VB SN NN AB VB PP SN NN VB IE VB HA DT AB AB AB NN NN VB PL MAD			
112	DN1987	2196941	1987		Du kommer att inse att man måste gå i DN:s prutarskola för att lära sig hur man klarar sig ur Hajarnas Käftar .	att	2	3	4	inse	1	1	2	4	active	1	0			1	2	1	1	1	Du	du	other	PN	before	news	01	31				PN VB IE VB SN PN VB VB PP PM NN PP IE VB PN HA PN VB PN PP NN NN MAD			
114	DN1987	2206162	1987		Verket kommer att presentera en rapport för regeringen i vår .	att	2	3	4	presentera	1	1	2	4	active	1	0			1	0			1	Verket	verk	other	NN	before	news	01	28				NN VB IE VB DT NN PP NN PP PS MAD			
115	DN1987	2208656	1987		Världstvåan från Florida , som har 18 s k Grand Slam-titlar i singel på meritlistan , kommer att begränsa tävlingsprogrammet till ett dussin turneringar .	att	17	18	19	begränsa	1	1	2	4	active	1	0			1	0			1	Världstvåan	världstvåa	other	NN	before	news	01	30				NN PP PM MID HP VB RG NN JJ UO NN PP NN PP NN MID VB IE VB NN PP DT NN NN MAD			
116	DN1987	2210717	1987		Alltså ansvarar Juliusson för formuleringen , som innebär att han helt bortser från att de genetiska skador som kommer att öka cancerfallen i framför allt Norrland delvis redan inträffat .	att	19	20	21	öka	1	1	2	4	active	1	2	5	21	1	0			18	som	som	other	HP	before	news	01	31				AB VB NN PP NN MID HP VB SN PN AB VB PP SN DT JJ NN HP VB IE VB NN PP PP PN PM AB AB VB MAD			
118	DN1987	2221308	1987		Lisbeth Palme kommer att använda de närmare 800 000 kronor som medföljer Jawaharlal Nehru-priset till att hjälpa barnen i den svarta förstaden Soweto i Sydafrika .	att	3	4	5	använda	1	1	2	4	active	1	0			1	1	11	60	1	Lisbeth	Lisbeth	other	PM	before	news	01	29				PM PM VB IE VB DT AB RG RG NN HP VB PM NN PP IE VB NN PP DT JJ NN PM PP PM MAD			
120	DN1987	2226090	1987		JO har ännu inte beslutat om fallet kommer att leda till någon utredning .	att	8	9	10	leda	1	1	2	4	active	1	0			1	0			0						news	01	31				NN VB AB AB VB PP NN VB IE VB PP DT NN MAD			
121	DN1987	2229014	1987		Vi kommer att få en hel del rapporter om försök med substanser som kanske kan ersätta Cyklosporin , säger Hans Brynger .	att	2	3	4	få	1	1	2	4	active	1	0			1	0			1	Vi	vi	other	PN	before	news	01	29				PN VB IE VB DT JJ NN NN PP NN PP NN HP AB VB VB NN MID VB PM PM MAD			
122	DN1987	2233893	1987		Alla experter tror att striden om VM-guldet kommer att stå mellan regerande världsmästarna Sovjet och Sverige .	att	8	9	10	stå	1	1	2	4	active	1	1	4	19	1	0			5	striden	strid	other	NN	before	news	01	31				DT NN VB SN NN PP NN VB SN VB PP PC NN PM KN PM MAD			
123	DN1987	2239507	1987		-- Det här kommer nog att ta ganska lång tid .	att	4	6	7	ta	2	4	3	7	active	1	0			1	0			2	Det	den	dummy	PN	before	news	01	31				MID PN AB VB AB IE VB AB JJ NN MAD			
124	DN1987	2247474	1987		9 Muppelina Ö -- K-G Fylking 04d03 10 Nunni Pride -- J Frick 00030 11 Windy Tide -- K Söderholm 1033d 12 Great Gene -- O Lindqvist B24024 13 Miss Doness -- S Gradling 04006 14 Kay Bermon -- Å Sundberg 24504 15 Katarina Song -- K Weidsten d0600 Ett öppet sprinterlopp där positionerna kommer att avgöra ordningsföljden .	att	55	56	57	avgöra	1	1	2	4	active	1	0			1	0			54	positionerna	position	other	NN	before	news	01	30				RG NN NN MID JJ NN RG RG PM PM MID PM PM RG RG PM PM MID PM PM NN RG PM JJ NN PM PM PM RG NN PM MID PM PM RG RG PM PM MID PP PM RG RG PM PM MID PM PM RG DT JJ NN HA NN VB IE VB NN MAD			
128	DN1987	2283647	1987		Några timmar före Bothas tal meddelade Sydafrikas ambassadör i London att han hoppat av från sin post och kommer att ställa upp i valet -- mot Bothas nationalistparti .	att	19	20	21	ställa	1	1	2	4	active	1	1	8	26	1	0			0						news	01	31				DT NN PP PM NN VB PM NN PP PM SN PN VB PL PP PS NN KN VB IE VB PL PP NN MID PP PM NN MAD			
129	DN1987	2285626	1987		Detta just nu när satelliterna kommer att vräka över oss just sådana stereotypa serier som vi själva nu försöker imitera .	att	6	7	8	vräka	1	1	2	4	active	1	0			1	0			5	satelliterna	satellit	other	NN	before	news	01	31				PN AB AB HA NN VB IE VB PL PN AB JJ JJ NN HP PN JJ AB VB VB MAD			
131	DN1987	2299197	1987		Gorbatjov talar om ' demokrati i produktionen ' och om ' självstyre ' ute på företagen -- tanken är inte bara att företagsledare skall kunna väljas av de anställda , utan också att ' arbetskollektiven ' skall få inflytande över löpande beslut som berör deras arbetssituation ( ett lagförslag med denna innebörd kommer för övrigt att läggas fram ) .	att	53	56	57	lägga	3	10	4	13	s-form	1	2	17	109	1	0			49	lagförslag	lagförslag	other	NN	before	news	01	31				PM VB PP PAD NN PP NN PAD KN SN PAD NN PAD AB PP NN MID NN VB AB AB SN NN VB VB VB PP DT NN MID KN AB SN PAD NN PAD VB VB NN PP PC NN HP VB PS NN PAD DT NN PP DT NN VB PP JJ IE VB PL PAD MAD			
132	DN1987	1540616	1987		-- Det är inte varuproduktionen som kommer att vara knapphetsfaktorn i framtiden .	att	7	8	9	vara	1	1	2	4	active	1	0			1	0			6	som	som	other	HP	before	news	02	03				MID PN VB AB NN HP VB IE VB NN PP NN MAD			
134	DN1987	1542656	1987		Förr eller senare kommer dock utvecklingen att nödvändiggöra en förändring , det är han övertygad om .	att	4	7	8	nödvändiggöra	3	17	4	20	active	1	0			1	0			6	utvecklingen	utveckling	other	NN	after	news	02	03				AB KN AB VB AB NN IE VB DT NN MID PN VB PN PC PP MAD			
135	DN1987	1543924	1987		Till våren kommer Vaxholm att få besked från staten om hur det blir med Stabsområdet .	att	3	5	6	få	2	8	3	11	active	1	0			1	0			4	Vaxholm	Vaxholm	other	PM	after	news	02	05				PP NN VB PM IE VB NN PP NN PP HA PN VB PP NN MAD			
136	DN1987	1545185	1987		Processen kommer dock troligen att läggas ner då NGA nu krupit till korset .	att	2	5	6	lägga	3	13	4	16	s-form	1	0			1	0			1	Processen	process	other	NN	before	news	02	07				NN VB AB AB IE VB PL HA PM AB VB PP NN MAD			
137	DN1987	1548951	1987		Så kommer det också att bli med ' Shame ' .	att	2	5	6	bli	3	9	4	12	active	1	0			1	0			3	det	den	dummy	PN	after	news	02	07				AB VB PN AB IE VB PP PAD PM PAD MAD			
138	DN1987	1549611	1987		Stockholms befolkning kommer att öka från 659 000 till 679 000 personer fram till år 1994 .	att	3	4	5	öka	1	1	2	4	active	1	0			1	0			2	befolkning	befolkning	other	NN	before	news	02	05				PM NN VB IE VB PP RG RG PP RG RG NN PL PP NN RG MAD			
139	DN1987	1549642	1987		Barnen kommer att bli fler , framför allt i den ' inre staden ' , där förskolebarnen väntas öka med 2 900 eller 24 procent och skolbarnen med 3 900 eller 42 procent .	att	2	3	4	bli	1	1	2	4	active	1	0			1	0			1	Barnen	barn	other	NN	before	news	02	05				NN VB IE VB PN MID PP PN PP DT PAD JJ NN PAD MID HA NN VB VB PP RG RG KN RG NN KN NN PP RG RG KN RG NN MAD			
140	DN1987	1549890	1987		Institutionerna och de sedvanliga beslutsorganen inom universitetet har följdenligt en marginell roll vid förverkligandet av den reform som kommer att eliminera deras egen självständighet .	att	19	20	21	eliminera	1	1	2	4	active	1	0			1	0			18	som	som	other	HP	before	news	02	05				NN KN DT JJ NN PP NN VB AB DT JJ NN PP NN PP DT NN HP VB IE VB PS JJ NN MAD			
141	DN1987	1554266	1987		Hans intryck är att en stark folklig opinion kommer att driva på vad han kallar demokratiseringsprocessen .	att	9	10	11	driva	1	1	2	4	active	1	1	5	22	1	0			8	opinion	opinion	other	NN	before	news	02	01				PS NN VB SN DT JJ JJ NN VB IE VB PP HP PN VB NN MAD			
142	DN1987	1554906	1987		I år kommer svenska bönder att få minst 150 miljoner , kanske uppåt 300 miljoner kronor för att de inte odlar spannmål .	att	3	6	7	få	3	14	4	17	active	1	0			1	1	10	48	5	bönder	bonde	other	NN	after	news	02	01				PP NN VB JJ NN IE VB AB RG NN MID AB AB RG NN NN PP SN PN AB VB NN MAD			
143	DN1987	1556150	1987		Vad vi nu upplever och mycket länge kommer att känna är ett stort tomrum efter en synnerligen skicklig lärare och musikledare , kär kollega och en nära vän .	omission	8	0	10	känna	1	1	2	4	active	1	0			1	0			0						news	02	04				HP PN AB VB KN AB AB VB IE VB VB DT JJ NN PP DT AB JJ NN KN NN MID JJ NN KN DT JJ NN MAD			
145	DN1987	1557173	1987		Vi är många som kommer att vårda minnet av denne fine och lärde man -- en sällsynt personlighet som hedrade det departement vari han var anställd .	att	5	6	7	vårda	1	1	2	4	active	1	0			1	0			4	som	som	other	HP	before	news	02	03				PN VB PN HP VB IE VB NN PP DT JJ KN VB PN MID DT JJ NN HP VB DT NN HA PN VB PC MAD			
146	DN1987	1561966	1987		Det kommer att ta flera år , säger han .	att	2	3	4	ta	1	1	2	4	active	1	0			1	0			1	Det	den	dummy	PN	before	news	02	05				PN VB IE VB JJ NN MID VB PN MAD			
148	DN1987	1562569	1987		Pakistan kommer att behålla en pansardivision och en infanteridivision vid gränsen mot den indiska delstaten Punjab tills manövern avslutas i slutet av februari .	att	2	3	4	behålla	1	1	2	4	active	1	0			1	0			1	Pakistan	Pakistan	other	PM	before	news	02	06				PM VB IE VB DT NN KN DT NN PP NN PP DT JJ NN PM SN NN VB PP NN PP NN MAD			
149	DN1987	1564415	1987		När den amerikanske professorn , expert på benmärgstransplantationer , kommer till kliniken säger en av patienterna till honom : ' När ni är tillbaka i Amerika , tala då om för folk -- alltså för dem som har fingret på knappen -- att om de trycker på den så kommer det inte att finnas något kvar , inte ett dyft .	att	50	53	54	finnas	3	8	4	11	s-form	1	1	7	19	1	0			51	det	den	dummy	PN	after	news	02	01				HA DT JJ NN MID NN PP NN MID VB PP NN VB PN PP NN PP PN MID PAD HA PN VB PL PP PM MID VB AB PL PP NN MID AB PP PN HP VB NN PP NN MID SN SN PN VB PP DT AB VB PN AB IE VB PN AB MID AB DT NN MAD			
150	DN1987	1567095	1987		Samtidigt förklarade det största oppositionspartiet NKDP att minneshögtiden över studenten kommer att genomföras i den romersk-katolska katedralen som planerat .	att	11	12	13	genomföra	1	1	2	4	s-form	1	1	4	28	1	0			8	minneshögtiden	minneshögtid	other	NN	before	news	02	07				AB VB DT JJ NN PM SN NN PP NN VB IE VB PP DT JJ NN KN PC MAD			
151	DN1987	1567523	1987		Dock kvarstår den andra deprimerande möjligheten -- som så väl uttrycktes av Sartre när Chrustjev började befria sig från det annorlunda men lika betungande arvet efter Stalin ; det är avstaliniseringen som kommer att avstalinisera dem som vill ha avstalinisering .	att	33	34	35	avstalinisera	1	1	2	4	active	1	0			1	0			32	som	som	other	HP	before	news	02	02				AB VB DT JJ PC NN MID HP AB AB VB PP PM HA PM VB VB PN PP DT JJ KN AB PC NN PP PM MID PN VB NN HP VB IE VB PN HP VB VB NN MAD			
152	DN1987	1568196	1987		-- Det blir mycket tufft , men vi kommer inte att stiga åt sidan .	att	9	11	12	stiga	2	5	3	8	active	1	0			1	0			8	vi	vi	other	PN	before	news	02	05				MID PN VB AB JJ MID KN PN VB AB IE VB PP NN MAD			
153	DN1987	1571801	1987		Juristkommissionens granskning kommer förhoppningsvis att ge bättre underlag för en mera systematisk bedömning av vad som har gått snett i allt som har med Palmeutredningen att göra .	att	3	5	6	ge	2	16	3	19	active	1	0			1	1	20	94	2	granskning	granskning	other	NN	before	news	02	06				NN NN VB AB IE VB JJ NN PP DT AB JJ NN PP HP HP VB VB AB PP PN HP VB PP NN IE VB MAD			
154	DN1987	1573980	1987		Allt tyder på att den kommer att tvingas att i lag förbjuda invandrarfientliga organisationer .	att	6	7	8	tvinga	1	1	2	4	s-form	2	1	2	4	1	1	1	1	5	den	den	other	PN	before	news	02	06				PN VB PP SN PN VB IE VB SN PP NN VB JJ NN MAD			
155	DN1987	1576047	1987		Senare kommer Preus att forska vidare om Aa-bakterien också finns hos katter .	att	2	4	5	forska	2	6	3	9	active	1	0			1	0			3	Preus	Preus	other	PM	after	news	02	04				AB VB PM IE VB AB PP NN AB VB PP NN MAD			
156	DN1987	1579088	1987		Psykologen Anders Hallgren har skapat ett övningsprogram i fem steg som kommer att demonstreras vid vårt besök på hundskolan vid Strömsholm i Västmanland .	att	12	13	14	demonstrera	1	1	2	4	s-form	1	0			1	0			11	som	som	other	HP	before	news	02	01				NN PM PM VB VB DT NN PP RG NN HP VB IE VB PP PS NN PP NN PP PM PP PM MAD			
157	DN1987	1580642	1987		Avgörandet kommer säkerligen att ske när laget möter Hälleforsnäs borta om någon vecka .	att	2	4	5	ske	2	11	3	14	active	1	0			1	0			1	Avgörandet	avgörande	other	NN	before	news	02	05				NN VB AB IE VB HA NN VB PM PL PP DT NN MAD			
158	DN1987	1581297	1987		Tro att det inte kommer att fungera .	att	5	6	7	fungera	1	1	2	4	active	1	1	3	8	1	0			3	det	den	other	PN	before	news	02	05				VB SN PN AB VB IE VB MAD			
160	DN1987	1588875	1987		Lita på att Bengt ' Pinnen ' Ramström , Mikael Arvidsson och de andra i blågult kommer att göra allt för att vinna .	att	17	18	19	göra	1	1	2	4	active	1	1	11	53	1	1	3	8	12	och	och	dummy	KN	before	news	02	04				VB PP SN PM PAD NN PAD PM MID PM PM KN DT JJ PP JJ VB IE VB PN PP IE VB MAD			
161	DN1987	1589722	1987		En satsning som kommer att betala sig .	att	4	5	6	betala	1	1	2	4	active	1	0			1	0			3	som	som	other	HP	before	news	02	04				DT NN HP VB IE VB PN MAD			
162	DN1987	1591063	1987		Enligt Erik Skog , chef för hudkliniken , kommer detta att innebära stora problem bland annat för de aidspatienter med kaposis sarkom som vårdas på kliniken .	att	9	11	12	innebära	2	6	3	9	active	1	0			1	0			10	detta	denna	other	PN	after	news	02	05				PP PM NN MID NN PP NN MID VB PN IE VB JJ NN PP PN PP DT NN PP NN NN HP VB PP NN MAD			
163	DN1987	1591786	1987		Psykologen Anders Hallgren har skapat ett övningsprogram i fem steg som kommer att demonstreras vid vårt besök på hundskolan vid Strömsholm i Västmanland .	att	12	13	14	demonstrera	1	1	2	4	s-form	1	0			1	0			11	som	som	other	HP	before	news	02	05				NN PM PM VB VB DT NN PP RG NN HP VB IE VB PP PS NN PP NN PP PM PP PM MAD			
164	DN1987	1593545	1987		Enligt alla opinonsundersökningar kommer Koivisto dock att få mer än 50 procent av rösterna och bli invald med en gång .	att	4	7	8	få	3	13	4	16	active	1	0			1	0			5	Koivisto	Koivisto	other	PM	after	news	02	03				PP DT NN VB PM AB IE VB AB KN RG NN PP NN KN VB PC PP DT NN MAD			
165	DN1987	1593698	1987		I oktober fick jag beskedet från Hallberg att varken han eller Holmér någonsin kommer att besvara några frågor från mig , säget Jan Guillou .	att	14	15	16	besvara	1	1	2	4	active	1	1	6	29	1	0			11	eller	eller	other	KN	before	news	02	02				PP NN VB PN NN PP PM SN KN PN KN PM AB VB IE VB DT NN PP PN MID PM PM PM MAD			
167	DN1987	1595178	1987		Linköpingsjubileet kommer att gå , inte bara i flygets tecken , utan även i musikens .	att	2	3	4	gå	1	1	2	4	active	1	0			1	0			1	Linköpingsjubileet	Linköpingsjubileet	other	NN	before	news	02	04				NN VB IE VB MID AB AB PP NN NN MID KN AB PP NN MAD			
168	DN1987	1597108	1987		En följd av det som många anser miljöfientliga beslutet blir nu att miljöminister Birgitta Dahl kommer att utsättas för ett formligt bombardemang av vykort som visar det hotade området .	att	16	17	18	utsätta	1	1	2	4	s-form	1	1	4	26	1	0			14	Birgitta	Birgitta	other	PM	before	news	02	02				DT NN PP PN HP PN VB JJ NN VB AB SN NN PM PM VB IE VB PP DT JJ NN PP NN HP VB PN VB NN MAD			
169	DN1987	1600225	1987		America ' s Cup , som under 135 års tid bara setts av medlemmarna i två exklusiva seglingsklubbar , kommer att kunna beskådas av den amerikanska allmänheten senare i år .	omission	20	0	22	kunna	1	1	2	4	active	2	0			1	0			1	America	America	other	PM	before	news	02	07				PM PAD PM PM MID HP PP RG NN NN AB VB PP NN PP RG JJ NN MID VB IE VB VB PP DT JJ NN AB PP NN MAD			
170	DN1987	1610078	1987		Vad som kommer att bestå av 80-talets explosiva dansepok är omöjligt att säga .	att	3	4	5	bestå	1	1	2	4	active	1	0			1	1	7	39	1	Vad	vad	other	HP	before	news	02	07				HP HP VB IE VB PP NN JJ NN VB JJ IE VB MAD			
172	DN1987	1613452	1987		Positiva Sune och Negativa Rune är två bröder som i 20 avsnitt under våren kommer att underhålla stora och små barn .	att	15	16	17	underhålla	1	1	2	4	active	1	0			1	0			9	som	som	other	HP	before	news	02	01				JJ PM KN JJ PM VB RG NN HP PP RO NN PP NN VB IE VB JJ KN JJ NN MAD			
176	DN1987	1617799	1987		Oppositionen har nämligen förklarat att nej-sidan kommer att vinna klart -- om omröstningen genomförs på ett hederligt sätt .	att	7	8	9	vinna	1	1	2	4	active	1	1	2	10	1	0			6	nej-sidan	nej-sida	other	NN	before	news	02	02				NN VB AB VB SN NN VB IE VB AB MID SN NN VB PP DT JJ NN MAD			
177	DN1987	1618799	1987		Länsarbetsnämnden kommer att tjäna pengar på försöken .	att	2	3	4	tjäna	1	1	2	4	active	1	0			1	0			1	Länsarbetsnämnden	länsarbetsnämnd	other	NN	before	news	02	04				NN VB IE VB NN PP NN MAD			
178	DN1987	1619565	1987		Handledningen kommer även att innehålla regler för kontakter med räkenskapsavdelningen och för postrutiner .	att	2	4	5	innehålla	2	5	3	8	active	1	0			1	0			1	Handledningen	handledning	other	NN	before	news	02	06				NN VB AB IE VB NN PP NN PP NN KN PP NN MAD			
179	DN1987	1621335	1987		Min gamle fader sade alltid : -- Ollie , min son , stå stadigt med båda fötterna på jorden så kommer du att gå långt !	att	21	23	24	gå	2	3	3	6	active	1	0			1	0			22	du	du	other	PN	after	news	02	06				PS JJ NN VB AB MID MID PM MID PS NN MID VB AB PP JJ NN PP NN AB VB PN IE VB AB MAD			
180	DN1987	1626582	1987		Jag skriver inte att de blivande lärarnas studier kommer att bli splittrade , nej , de ämnesteoretiska momenten blir integrerade och hålls samman av referensramar som är främmande för ämnenas egen struktur .	att	9	10	11	bli	1	1	2	4	active	1	1	5	26	1	0			8	studier	studie	other	NN	before	news	02	05				PN VB AB SN DT PC NN NN VB IE VB PC MID IN MID DT JJ NN VB PC KN VB PL PP NN HP VB JJ PP NN JJ NN MAD			
181	DN1987	1629034	1987		Konserten bandades liksom de övriga i serien och kommer att sändas av Radio Stockholm .	att	9	10	11	sända	1	1	2	4	s-form	1	0			1	0			0						news	02	05				NN VB PP DT JJ PP NN KN VB IE VB PP NN PM MAD			
